entity_id,state,district,constituency_number,constituency,constituency_wiki_url,alliance,party,party_wiki_url,candidate_name,candidate_wiki_url,has_wiki_page,remarks,reservation,infobox_json
KL-006-NDA,Kerala,Kannur,6,Payyanur,https://en.wikipedia.org/wiki/Payyanur_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,A. P. Gangadharan,,False,,,
KL-007-LDF,Kerala,Kannur,7,Kalliasseri,https://en.wikipedia.org/wiki/Kalliasseri_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),M. Vijin,https://en.wikipedia.org/wiki/M._Vijin,True,,,
KL-007-UDF,Kerala,Kannur,7,Kalliasseri,https://en.wikipedia.org/wiki/Kalliasseri_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Rajeevan Kappachery,,False,,,
KL-007-NDA,Kerala,Kannur,7,Kalliasseri,https://en.wikipedia.org/wiki/Kalliasseri_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,A. V. Anilkumar,,False,,,
KL-008-LDF,Kerala,Kannur,8,Taliparamba,https://en.wikipedia.org/wiki/Taliparamba_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),P. K. Shyamala,,False,,,
KL-008-UDF,Kerala,Kannur,8,Taliparamba,https://en.wikipedia.org/wiki/Taliparamba_Assembly_constituency,UDF,IND,https://en.wikipedia.org/wiki/Independent_politician,T. K. Govindan,,False,,,
KL-008-NDA,Kerala,Kannur,8,Taliparamba,https://en.wikipedia.org/wiki/Taliparamba_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,N. Haridas,,False,,,
KL-009-LDF,Kerala,Kannur,9,Irikkur,https://en.wikipedia.org/wiki/Irikkur_Assembly_constituency,LDF,KC(M),https://en.wikipedia.org/wiki/Kerala_Congress_(M),Mathew Kunnapally,,False,,,
KL-009-UDF,Kerala,Kannur,9,Irikkur,https://en.wikipedia.org/wiki/Irikkur_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Sajeev Joseph,https://en.wikipedia.org/wiki/Sajeev_Joseph,True,,,
KL-009-NDA,Kerala,Kannur,9,Irikkur,https://en.wikipedia.org/wiki/Irikkur_Assembly_constituency,NDA,TTP,https://en.wikipedia.org/wiki/Twenty20_Party,Srinath Padmanabhan,,False,,,
KL-010-LDF,Kerala,Kannur,10,Azhikode,https://en.wikipedia.org/wiki/Azhikode_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),K. V. Sumesh,https://en.wikipedia.org/wiki/K._V._Sumesh,True,,,
KL-010-UDF,Kerala,Kannur,10,Azhikode,https://en.wikipedia.org/wiki/Azhikode_Assembly_constituency,UDF,IUML,https://en.wikipedia.org/wiki/Indian_Union_Muslim_League,Kareem Cheleri,,False,,,
KL-010-NDA,Kerala,Kannur,10,Azhikode,https://en.wikipedia.org/wiki/Azhikode_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,K. K. Vinod Kumar,,False,,,
KL-011-LDF,Kerala,Kannur,11,Kannur,https://en.wikipedia.org/wiki/Kannur_Assembly_constituency,LDF,Cong(S),https://en.wikipedia.org/wiki/Congress_(Secular),Kadanappalli Ramachandran,,False,,,
KL-011-UDF,Kerala,Kannur,11,Kannur,https://en.wikipedia.org/wiki/Kannur_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,T. O. Mohanan,,False,,,
KL-011-NDA,Kerala,Kannur,11,Kannur,https://en.wikipedia.org/wiki/Kannur_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,C. Raghunath,,False,,,
KL-012-LDF,Kerala,Kannur,12,Dharmadom,https://en.wikipedia.org/wiki/Dharmadam_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),Pinarayi Vijayan,https://en.wikipedia.org/wiki/Pinarayi_Vijayan,True,,,
KL-012-UDF,Kerala,Kannur,12,Dharmadom,https://en.wikipedia.org/wiki/Dharmadam_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Abdul Rasheed,,False,,,
KL-012-NDA,Kerala,Kannur,12,Dharmadom,https://en.wikipedia.org/wiki/Dharmadam_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,K. Ranjith,,False,,,
KL-013-LDF,Kerala,Kannur,13,Thalassery,https://en.wikipedia.org/wiki/Thalassery_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),Karayi Rajan,,False,,,
KL-013-UDF,Kerala,Kannur,13,Thalassery,https://en.wikipedia.org/wiki/Thalassery_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,K. P. Saju,,False,,,
KL-013-NDA,Kerala,Kannur,13,Thalassery,https://en.wikipedia.org/wiki/Thalassery_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,O. Nidheesh,,False,,,
KL-014-LDF,Kerala,Kannur,14,Kuthuparamba,https://en.wikipedia.org/wiki/Kuthuparamba_Assembly_constituency,LDF,RJD,https://en.wikipedia.org/wiki/Rashtriya_Janata_Dal,P. K. Praveen,,False,,,
KL-014-UDF,Kerala,Kannur,14,Kuthuparamba,https://en.wikipedia.org/wiki/Kuthuparamba_Assembly_constituency,UDF,IUML,https://en.wikipedia.org/wiki/Indian_Union_Muslim_League,Jayanthi Rajan,,False,,,
KL-014-NDA,Kerala,Kannur,14,Kuthuparamba,https://en.wikipedia.org/wiki/Kuthuparamba_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Shijilal,,False,,,
KL-015-LDF,Kerala,Kannur,15,Mattanur,https://en.wikipedia.org/wiki/Mattanur_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),V. K. Sanoj,,False,,,
KL-015-UDF,Kerala,Kannur,15,Mattanur,https://en.wikipedia.org/wiki/Mattanur_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Chandran Thillenkeri,,False,,,
KL-015-NDA,Kerala,Kannur,15,Mattanur,https://en.wikipedia.org/wiki/Mattanur_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Biju Elakkuzhi,,False,,,
KL-016-LDF,Kerala,Kannur,16,Peravoor,https://en.wikipedia.org/wiki/Peravoor_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),K. K. Shailaja,https://en.wikipedia.org/wiki/K._K._Shailaja,True,,,
KL-016-UDF,Kerala,Kannur,16,Peravoor,https://en.wikipedia.org/wiki/Peravoor_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Sunny Joseph,https://en.wikipedia.org/wiki/Sunny_Joseph_(politician),True,,,
KL-016-NDA,Kerala,Kannur,16,Peravoor,https://en.wikipedia.org/wiki/Peravoor_Assembly_constituency,NDA,BDJS,https://en.wikipedia.org/wiki/Bharath_Dharma_Jana_Sena,Paily Vathiatt,,False,,,
KL-017-LDF,Kerala,Wayanad,17,Mananthavady(ST),https://en.wikipedia.org/wiki/Mananthavady_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),O. R. Kelu,https://en.wikipedia.org/wiki/O._R._Kelu,True,,,
KL-017-UDF,Kerala,Wayanad,17,Mananthavady(ST),https://en.wikipedia.org/wiki/Mananthavady_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Usha Vijayan,,False,,,
KL-017-NDA,Kerala,Wayanad,17,Mananthavady(ST),https://en.wikipedia.org/wiki/Mananthavady_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,P. Shyam Raj,,False,,,
KL-018-LDF,Kerala,Wayanad,18,Sulthan Bathery(ST),https://en.wikipedia.org/wiki/Sulthan_Bathery_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),M. S. Viswanathan,,False,,,
KL-018-UDF,Kerala,Wayanad,18,Sulthan Bathery(ST),https://en.wikipedia.org/wiki/Sulthan_Bathery_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,I. C. Balakrishnan,https://en.wikipedia.org/wiki/I._C._Balakrishnan,True,,,
KL-018-NDA,Kerala,Wayanad,18,Sulthan Bathery(ST),https://en.wikipedia.org/wiki/Sulthan_Bathery_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,A. S. Kavitha,,False,,,
KL-019-LDF,Kerala,Wayanad,19,Kalpetta,https://en.wikipedia.org/wiki/Kalpetta_Assembly_constituency,LDF,RJD,https://en.wikipedia.org/wiki/Rashtriya_Janata_Dal,P. K. Anil Kumar,,False,,,
KL-019-UDF,Kerala,Wayanad,19,Kalpetta,https://en.wikipedia.org/wiki/Kalpetta_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,T. Siddique,https://en.wikipedia.org/wiki/T._Siddique,True,,,
KL-019-NDA,Kerala,Wayanad,19,Kalpetta,https://en.wikipedia.org/wiki/Kalpetta_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Prashanth Malavayal,,False,,,
KL-020-LDF,Kerala,Kozhikode,20,Vatakara,https://en.wikipedia.org/wiki/Vadakara_Assembly_constituency,LDF,RJD,https://en.wikipedia.org/wiki/Rashtriya_Janata_Dal,M. K. Bhaskaran,,False,,,
KL-020-UDF,Kerala,Kozhikode,20,Vatakara,https://en.wikipedia.org/wiki/Vadakara_Assembly_constituency,UDF,RMPI,https://en.wikipedia.org/wiki/Revolutionary_Marxist_Party_of_India,K. K. Rema,https://en.wikipedia.org/wiki/K._K._Rema,True,,,
KL-020-NDA,Kerala,Kozhikode,20,Vatakara,https://en.wikipedia.org/wiki/Vadakara_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,K. Dileep,,False,,,
KL-021-LDF,Kerala,Kozhikode,21,Kuttiady,https://en.wikipedia.org/wiki/Kuttiady_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),K. P. Kunhammadkutty,https://en.wikipedia.org/wiki/K._P._Kunhammadkutty,True,,,
KL-021-UDF,Kerala,Kozhikode,21,Kuttiady,https://en.wikipedia.org/wiki/Kuttiady_Assembly_constituency,UDF,IUML,https://en.wikipedia.org/wiki/Indian_Union_Muslim_League,Parakkal Abdulla,https://en.wikipedia.org/wiki/Parakkal_Abdulla,True,,,
KL-021-NDA,Kerala,Kozhikode,21,Kuttiady,https://en.wikipedia.org/wiki/Kuttiady_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Ramadas Manaleri,,False,,,
KL-022-LDF,Kerala,Kozhikode,22,Nadapuram,https://en.wikipedia.org/wiki/Nadapuram_Assembly_constituency,LDF,CPI,https://en.wikipedia.org/wiki/Communist_Party_of_India,P. Vasantham,,False,,,
KL-022-UDF,Kerala,Kozhikode,22,Nadapuram,https://en.wikipedia.org/wiki/Nadapuram_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,K. M. Abhijith,,False,,,
KL-022-NDA,Kerala,Kozhikode,22,Nadapuram,https://en.wikipedia.org/wiki/Nadapuram_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,C. P. Vipin Chandran,,False,,,
KL-023-LDF,Kerala,Kozhikode,23,Koyilandy,https://en.wikipedia.org/wiki/Quilandy_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),K. Dasan,https://en.wikipedia.org/wiki/K._Dasan,True,,,
KL-023-UDF,Kerala,Kozhikode,23,Koyilandy,https://en.wikipedia.org/wiki/Quilandy_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,K. Praveen Kumar,,False,,,
KL-023-NDA,Kerala,Kozhikode,23,Koyilandy,https://en.wikipedia.org/wiki/Quilandy_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,C. R. Praphul Krishnan,,False,,,
KL-024-LDF,Kerala,Kozhikode,24,Perambra,https://en.wikipedia.org/wiki/Perambra_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),T. P. Ramakrishnan,https://en.wikipedia.org/wiki/T._P._Ramakrishnan,True,,,
KL-024-UDF,Kerala,Kozhikode,24,Perambra,https://en.wikipedia.org/wiki/Perambra_Assembly_constituency,UDF,IUML,https://en.wikipedia.org/wiki/Indian_Union_Muslim_League,Fathima Thahiliya,,False,,,
KL-024-NDA,Kerala,Kozhikode,24,Perambra,https://en.wikipedia.org/wiki/Perambra_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,M. Mohanan Master,,False,,,
KL-025-LDF,Kerala,Kozhikode,25,Balussery(SC),https://en.wikipedia.org/wiki/Balussery_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),K. M. Sachin Dev,https://en.wikipedia.org/wiki/K._M._Sachin_Dev,True,,,
KL-025-UDF,Kerala,Kozhikode,25,Balussery(SC),https://en.wikipedia.org/wiki/Balussery_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,V. T. Sooraj,,False,,,
KL-025-NDA,Kerala,Kozhikode,25,Balussery(SC),https://en.wikipedia.org/wiki/Balussery_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,C. P. Sateeshan,,False,,,
KL-026-LDF,Kerala,Kozhikode,26,Elathur,https://en.wikipedia.org/wiki/Elathur_Assembly_constituency,LDF,NCP-SP,https://en.wikipedia.org/wiki/Nationalist_Congress_Party_(Sharadchandra_Pawar),A. K. Saseendran,https://en.wikipedia.org/wiki/A._K._Saseendran,True,,,
KL-026-UDF,Kerala,Kozhikode,26,Elathur,https://en.wikipedia.org/wiki/Elathur_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Vidya Balakrishnan,,False,,,
KL-026-NDA,Kerala,Kozhikode,26,Elathur,https://en.wikipedia.org/wiki/Elathur_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,T. Devadas,,False,,,
KL-027-LDF,Kerala,Kozhikode,27,Kozhikode North,https://en.wikipedia.org/wiki/Kozhikode_North_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),Thottathil Ravindran,https://en.wikipedia.org/wiki/Thottathil_Ravindran,True,,,
KL-027-UDF,Kerala,Kozhikode,27,Kozhikode North,https://en.wikipedia.org/wiki/Kozhikode_North_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,K. Jayanth,,False,,,
KL-027-NDA,Kerala,Kozhikode,27,Kozhikode North,https://en.wikipedia.org/wiki/Kozhikode_North_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Navya Haridas,,False,,,
KL-028-LDF,Kerala,Kozhikode,28,Kozhikode South,https://en.wikipedia.org/wiki/Kozhikode_South_Assembly_constituency,LDF,INL,https://en.wikipedia.org/wiki/Indian_National_League,Ahamed Devarkovil,https://en.wikipedia.org/wiki/Ahamed_Devarkovil,True,,,
KL-028-UDF,Kerala,Kozhikode,28,Kozhikode South,https://en.wikipedia.org/wiki/Kozhikode_South_Assembly_constituency,UDF,IUML,https://en.wikipedia.org/wiki/Indian_Union_Muslim_League,Faisal Babu,,False,,,
KL-028-NDA,Kerala,Kozhikode,28,Kozhikode South,https://en.wikipedia.org/wiki/Kozhikode_South_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,T. Reneesh,,False,,,
KL-029-LDF,Kerala,Kozhikode,29,Beypore,https://en.wikipedia.org/wiki/Beypore_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),P. A. Mohammed Riyas,https://en.wikipedia.org/wiki/P._A._Mohammed_Riyas,True,,,
KL-029-UDF,Kerala,Kozhikode,29,Beypore,https://en.wikipedia.org/wiki/Beypore_Assembly_constituency,UDF,IND,https://en.wikipedia.org/wiki/Independent_politician,P. V. Anvar,https://en.wikipedia.org/wiki/P._V._Anvar,True,,,
KL-029-NDA,Kerala,Kozhikode,29,Beypore,https://en.wikipedia.org/wiki/Beypore_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,K. P. Prakash Babu,,False,,,
KL-030-LDF,Kerala,Kozhikode,30,Kunnamangalam,https://en.wikipedia.org/wiki/Kunnamangalam_Assembly_constituency,LDF,IND,https://en.wikipedia.org/wiki/Independent_politician,P. T. A. Rahim,https://en.wikipedia.org/wiki/P._T._A._Rahim,True,,,
KL-030-UDF,Kerala,Kozhikode,30,Kunnamangalam,https://en.wikipedia.org/wiki/Kunnamangalam_Assembly_constituency,UDF,IUML,https://en.wikipedia.org/wiki/Indian_Union_Muslim_League,M. A. Razak Master,,False,,,
KL-030-NDA,Kerala,Kozhikode,30,Kunnamangalam,https://en.wikipedia.org/wiki/Kunnamangalam_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,V. K. Sajeevan,,False,,,
KL-031-LDF,Kerala,Kozhikode,31,Koduvally,https://en.wikipedia.org/wiki/Koduvally_Assembly_constituency,LDF,IND,https://en.wikipedia.org/wiki/Independent_politician,Saleem Madavoor,,False,,,
KL-031-UDF,Kerala,Kozhikode,31,Koduvally,https://en.wikipedia.org/wiki/Koduvally_Assembly_constituency,UDF,IUML,https://en.wikipedia.org/wiki/Indian_Union_Muslim_League,P. K. Firos,,False,,,
KL-031-NDA,Kerala,Kozhikode,31,Koduvally,https://en.wikipedia.org/wiki/Koduvally_Assembly_constituency,NDA,BDJS,https://en.wikipedia.org/wiki/Bharath_Dharma_Jana_Sena,Giri Pambanal,,False,,,
KL-032-LDF,Kerala,Kozhikode,32,Thiruvambady,https://en.wikipedia.org/wiki/Thiruvambady_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),Linto Joseph,https://en.wikipedia.org/wiki/Linto_Joseph,True,,,
KL-032-UDF,Kerala,Kozhikode,32,Thiruvambady,https://en.wikipedia.org/wiki/Thiruvambady_Assembly_constituency,UDF,IUML,https://en.wikipedia.org/wiki/Indian_Union_Muslim_League,C. K. Kasim,,False,,,
KL-032-NDA,Kerala,Kozhikode,32,Thiruvambady,https://en.wikipedia.org/wiki/Thiruvambady_Assembly_constituency,NDA,TTP,https://en.wikipedia.org/wiki/Twenty20_Party,Sunny Thomas,,False,,,
KL-033-LDF,Kerala,Malappuram,33,Kondotty,https://en.wikipedia.org/wiki/Kondotty_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),P. Jiji,,False,,,
KL-033-UDF,Kerala,Malappuram,33,Kondotty,https://en.wikipedia.org/wiki/Kondotty_Assembly_constituency,UDF,IUML,https://en.wikipedia.org/wiki/Indian_Union_Muslim_League,T. P. Ashrafali,,False,,,
KL-033-NDA,Kerala,Malappuram,33,Kondotty,https://en.wikipedia.org/wiki/Kondotty_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,P. Subhramanyan,,False,,,
KL-034-LDF,Kerala,Malappuram,34,Eranad,https://en.wikipedia.org/wiki/Eranad_Assembly_constituency,LDF,CPI,https://en.wikipedia.org/wiki/Communist_Party_of_India,Shafeer Kizhisery,,False,,,
KL-034-UDF,Kerala,Malappuram,34,Eranad,https://en.wikipedia.org/wiki/Eranad_Assembly_constituency,UDF,IUML,https://en.wikipedia.org/wiki/Indian_Union_Muslim_League,P. K. Basheer,https://en.wikipedia.org/wiki/P._K._Basheer,True,,,
KL-034-NDA,Kerala,Malappuram,34,Eranad,https://en.wikipedia.org/wiki/Eranad_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,N. Sreeprakash,,False,,,
KL-035-LDF,Kerala,Malappuram,35,Nilambur,https://en.wikipedia.org/wiki/Nilambur_Assembly_constituency,LDF,IND,https://en.wikipedia.org/wiki/Independent_politician,U. Sharafali,https://en.wikipedia.org/wiki/U._Sharafali,True,,,
KL-035-UDF,Kerala,Malappuram,35,Nilambur,https://en.wikipedia.org/wiki/Nilambur_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Aryadan Shoukath,https://en.wikipedia.org/wiki/Aryadan_Shoukath,True,,,
KL-035-NDA,Kerala,Malappuram,35,Nilambur,https://en.wikipedia.org/wiki/Nilambur_Assembly_constituency,NDA,BDJS,https://en.wikipedia.org/wiki/Bharath_Dharma_Jana_Sena,Gireesh Mekkad,,False,,,
KL-036-LDF,Kerala,Malappuram,36,Wandoor(SC),https://en.wikipedia.org/wiki/Wandoor_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),K. K. Damodaran,,False,,,
KL-036-UDF,Kerala,Malappuram,36,Wandoor(SC),https://en.wikipedia.org/wiki/Wandoor_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,A. P. Anil Kumar,https://en.wikipedia.org/wiki/A._P._Anil_Kumar,True,,,
KL-036-NDA,Kerala,Malappuram,36,Wandoor(SC),https://en.wikipedia.org/wiki/Wandoor_Assembly_constituency,NDA,IND,https://en.wikipedia.org/wiki/Independent_politician,E. P. Kumaradas,,False,,,
KL-037-LDF,Kerala,Malappuram,37,Manjeri,https://en.wikipedia.org/wiki/Manjeri_Assembly_constituency,LDF,IND,https://en.wikipedia.org/wiki/Independent_politician,M. Mustafa,,False,,,
KL-037-UDF,Kerala,Malappuram,37,Manjeri,https://en.wikipedia.org/wiki/Manjeri_Assembly_constituency,UDF,IUML,https://en.wikipedia.org/wiki/Indian_Union_Muslim_League,M. Rahmathulla,,False,,,
KL-037-NDA,Kerala,Malappuram,37,Manjeri,https://en.wikipedia.org/wiki/Manjeri_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Pathmasree M.,,False,,,
KL-038-LDF,Kerala,Malappuram,38,Perinthalmanna,https://en.wikipedia.org/wiki/Perinthalmanna_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),V. P. Muhammad Haneefa,,False,,,
KL-038-UDF,Kerala,Malappuram,38,Perinthalmanna,https://en.wikipedia.org/wiki/Perinthalmanna_Assembly_constituency,UDF,IUML,https://en.wikipedia.org/wiki/Indian_Union_Muslim_League,Najeeb Kanthapuram,https://en.wikipedia.org/wiki/Najeeb_Kanthapuram,True,,,
